Book title,average_rating
"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",3.92
Tara Road,3.88
The Sheltering Sky,3.92
A Quick Bite (Argeneau #1),3.91
"Talking to Dragons (Enchanted Forest Chronicles, #4)",4.19
Invisible,4.05
"Odd Hours (Odd Thomas, #4)",3.92
The Moon Is Down,3.87
"If I Die (Soul Screamers, #5)",4.32
Hissy Fit,3.96
"Dean Koontz's Frankenstein, Volume 1: Prodigal Son",4.09
The Women of Brewster Place,4.13
"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",4.16
"Consent to Kill (Mitch Rapp, #8)",4.36
"A Wizard of Earthsea (Earthsea Cycle, #1)",3.99
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,4.49
"Stormbreaker (Alex Rider, #1)",3.97
"Fade (Wake, #2)",3.95
The Terror,4.0
"Ender's Game (Ender's Saga, #1)",4.3
The Magic Mountain,4.14
"Twisted (Pretty Little Liars, #9)",4.05
The Case of Charles Dexter Ward,4.2
"Lord of the Shadows (Cirque Du Freak, #11)",4.22
"Neanderthal Seeks Human (Knitting in the City, #1)",3.96
Heavier Than Heaven: A Biography of Kurt Cobain,4.09
"Heartbreaker (Buchanan-Renard, #1)",4.02
"The Frog Princess (Tales of the Frog Princess, #1)",3.81
"Killer (Pretty Little Liars, #6)",4.07
"The Emperor's Tomb (Cotton Malone, #6)",3.95
"Thorn Queen (Dark Swan, #2)",4.12
"Deliver Us from Evil (A. Shaw, #2)",3.98
Those Who Leave and Those Who Stay (The Neapolitan Novels #3),4.29
"Among the Hidden (Shadow Children, #1)",3.97
"Savannah Blues (Weezie and Bebe Mysteries, #1)",3.97
Still Missing,3.96
Ice Station Zebra,3.95
"Delusion in Death (In Death, #35)",4.31
The Thirteenth Tale,3.95
"The Scottish Prisoner (Lord John Grey, #3)",4.19
What the Dog Saw and Other Adventures,3.82
Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory,3.95
"Notorious Nineteen (Stephanie Plum, #19)",3.9
The Hidden Messages in Water,4.27
Rage of Angels,3.91
"The Doomsday Key (Sigma Force, #6)",4.16
Hunting and Gathering,4.1
"Bloody Valentine (Blue Bloods, #5.5)",3.98
"Blackout (All Clear, #1)",3.83
"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",3.82
Hinds' Feet on High Places,4.3
The Checklist Manifesto: How to Get Things Right,4.02
Shroud for a Nightingale (Adam Dalgliesh #4),4.04
"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",4.21
"Some Girls Bite (Chicagoland Vampires, #1)",4.01
Airman,4.14
Knowing God,4.31
The Very Quiet Cricket,4.07
"The Awakening (Darkest Powers, #2)",4.16
The Reef,3.89
"The Bourne Identity (Jason Bourne, #1)",3.98
"Captive in the Dark (The Dark Duet, #1)",4.01
Runaway,3.98
"King of Thorns (The Broken Empire, #2)",4.2
"Bound by Honor (Born in Blood Mafia Chronicles, #1)",4.14
"Executive Power (Mitch Rapp, #6)",4.33
"Magician's Gambit (The Belgariad, #3)",4.13
"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",4.19
"The Gift (Crown's Spies, #3)",4.17
"The Story of the Lost Child (The Neapolitan Novels, #4)",4.39
"Mystery Man (Dream Man, #1)",4.25
"Judgment in Death (In Death, #11)",4.33
"Divine Misdemeanors (Merry Gentry, #8)",4.04
"The Last Patriot (Scot Harvath, #7)",4.16
"E is for Evidence (Kinsey Millhone, #5)",3.88
"Silence (Hush, Hush, #3)",4.16
Hoot,3.81
"Hostage to Pleasure (Psy-Changeling, #5)",4.22
So You've Been Publicly Shamed,3.91
Missoula: Rape and the Justice System in a College Town,4.06
"Awake at Dawn (Shadow Falls, #2)",4.29
Where the Heart Is,4.0
"Overruled (The Legal Briefs, #1)",3.83
حول العالم في 200 يوم,4.08
The River of Doubt: Theodore Roosevelt's Darkest Journey,4.16
"The Kiss of Deception (The Remnant Chronicles, #1)",4.06
Fragile Things: Short Fictions and Wonders,4.02
"Beyond the Highland Mist (Highlander, #1)",3.99
"Ramona Quimby, Age 8 (Ramona, #6)",4.08
Wise Blood,3.88
"Ruthless (Pretty Little Liars, #10)",3.93
"Hunters of the Dusk (Cirque Du Freak, #7)",4.17
"Own the Wind (Chaos, #1)",4.22
"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",3.96
"Arrows of the Queen (Heralds of Valdemar, #1)",4.16
"Surrender Your Love (Surrender Your Love, #1)",3.91
The Bachman Books,4.1
"Blood Noir (Anita Blake, Vampire Hunter #16)",3.85
واحة الغروب,3.82
"Calculated in Death (In Death, #36)",4.23
Papillon,4.23
Min kamp 1 (Min kamp #1),4.08
Fledgling,3.9
"The Hand of Chaos (The Death Gate Cycle, #5)",4.05
The Fourth Protocol,3.99
Slouching Towards Bethlehem,4.24
"Valley of Silence (Circle Trilogy, #3)",4.2
The Masque of the Red Death,4.08
"Darkness, Take My Hand (Kenzie & Gennaro, #2)",4.17
Arsenic and Old Lace,4.14
"The Retribution of Mara Dyer (Mara Dyer, #3)",4.14
"Best Kept Secret (The Clifton Chronicles, #3)",3.94
Twenty Boy Summer,3.89
"Portrait of a Spy (Gabriel Allon, #11)",4.24
"The Castle in the Attic (The Castle in the Attic, #1)",3.96
The Underground Railroad,4.04
"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",4.25
Batman: The Dark Knight Returns #1,4.21
"The Body in the Library (Miss Marple, #3)",3.85
The Dispossessed,4.18
"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",4.25
Through Gates of Splendor,4.38
This Song Will Save Your Life,3.95
"The Templar Legacy (Cotton Malone, #1)",3.81
"The Archived (The Archived, #1)",4.02
"When Calls the Heart (Canadian West, #1)",4.19
"The Sapphire Rose (The Elenium, #3)",3.98
The Glass Palace,3.94
Percy Jackson & the Olympians:  The Ultimate Guide,4.12
"Foreign Influence (Scot Harvath, #9)",4.24
"Dust & Decay (Rot & Ruin, #2)",4.29
Summer Sisters,3.83
I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,3.89
"The Gathering (Darkness Rising, #1)",4.03
"Fallen Crest High (Fallen Crest High, #1)",4.13
Ordinary People,3.9
Letter to My Daughter,4.08
"Succubus Dreams (Georgina Kincaid, #3)",4.14
Hornet Flight,3.83
"Black House (The Talisman, #2)",3.99
Strega Nona,4.22
The Pearl That Broke Its Shell,4.12
The Remains of the Day,4.1
The Robber Bride,3.82
"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",4.56
Confederates in the Attic: Dispatches from the Unfinished Civil War,4.08
"Key of Knowledge (Key Trilogy, #2)",4.09
"Pardonable Lies (Maisie Dobbs, #3)",4.09
"Nexus (Nexus, #1)",4.06
The Complete Sherlock Holmes,4.5
The Way to Cook,4.31
"Murder Must Advertise  (Lord Peter Wimsey, #10)",4.21
Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,3.81
Developing the Leader Within You,4.18
"To Sir Phillip, With Love (Bridgertons, #5)",3.89
"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",4.21
"Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)",4.17
The Hundred Dresses,4.07
"Flag in Exile (Honor Harrington, #5)",4.22
"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",4.2
Sarum: The Novel of England,4.07
"Something Wicked This Way Comes (Green Town, #2)",3.95
"The Marriage Trap (Marriage to a Billionaire, #2)",3.9
"UnDivided (Unwind, #4)",4.48
Peak (Peak #1),3.98
Lullabies,4.05
The Bonesetter's Daughter,3.98
"Unnatural Death (Lord Peter Wimsey, #3)",4.11
Seabiscuit: An American Legend,4.2
The Wealth of Nations,3.87
"The Ghost Brigades (Old Man's War, #2)",4.09
The Coldest Winter Ever,4.47
"The Dead in Their Vaulted Arches (Flavia de Luce, #6)",4.16
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4.42
Ghost Boy,3.96
"The Man With a Load of Mischief (Richard Jury, #1)",4.01
"MeruPuri, Vol. 1 (MeruPuri, #1)",4.14
The Book of Joe,3.95
Childhood's End,4.09
Jeremy Fink and the Meaning of Life,4.02
"The Social Animal: The Hidden Sources of Love, Character, and Achievement",3.83
"Obsession in Death (In Death, #40)",4.33
"The Sea, the Sea",3.9
Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,4.11
The Howling,3.92
"The Human Stain (The American Trilogy, #3)",3.84
"Disastrous (Disastrous, #1)",3.96
"The Outlaw Demon Wails (The Hollows, #6)",4.38
Life and Other Near-Death Experiences,3.82
Edvard Munch: 1863-1944 (Basic Art),4.07
Complications: A Surgeon's Notes on an Imperfect Science,4.23
Life of Pi,3.88
Y: The Last Man - The Deluxe Edition Book One,4.36
"Lenobia's Vow (House of Night Novellas, #2)",4.16
"The Third Victim (Quincy & Rainie, #2)",4.16
The Complete Robot (Robot #0.3),4.34
Shutter Island,4.07
"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",3.89
"Ramona the Brave (Ramona, #3)",4.09
Where Are the Children?,4.0
"Jarka Ruus (High Druid of Shannara, #1)",3.96
"Double Fudge (Fudge, #5)",3.96
The Pickwick Papers,3.82
"Blue Noon (Midnighters, #3)",3.85
Winter Garden,4.13
Marina,3.99
"Never Never: Part Two (Never Never, #2)",4.12
"The Talismans of Shannara (Heritage of Shannara, #4)",4.01
Narcissus and Goldmund,4.19
"Prized (Birthmarked, #2)",3.99
Me: Stories of My Life,3.87
"Found in You (Fixed, #2)",4.27
"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",4.42
Evening Class,3.98
"Spells (Wings, #2)",3.99
Guards! Guards!: The Play,4.35
Chasm City,4.12
Salvage the Bones,3.81
Ricochet,3.96
"A Beautiful Dark (A Beautiful Dark, #1)",3.9
Women of the Silk,3.94
Jaya: An Illustrated Retelling of the Mahabharata,4.2
"High Five (Stephanie Plum, #5)",4.17
Sheep in a Jeep,4.11
The Thief of Always,4.18
The Strange and Beautiful Sorrows of Ava Lavender,4.12
"Child of the Prophecy (Sevenwaters, #3)",4.11
"Reboot (Reboot, #1)",3.92
Before I Go to Sleep,3.87
Predictably Irrational: The Hidden Forces That Shape Our Decisions,4.1
"Dragon Slippers (Dragon Slippers, #1)",4.22
"UnEnchanted (An Unfortunate Fairy Tale, #1)",3.89
The Glass Bead Game,4.11
"Lola and the Boy Next Door (Anna and the French Kiss, #2)",4.0
A Single Man,4.11
"Bunnicula (Bunnicula, #1)",3.83
"Vampire Knight, Vol. 2 (Vampire Knight, #2)",4.25
"Blood Red Road (Dust Lands, #1)",3.94
One,3.94
2666,4.2
"Into the Wilderness (Wilderness, #1)",4.1
Norse Mythology,4.12
"The Mammoth Hunters (Earth's Children, #3)",3.88
"Lyle, Lyle, Crocodile",4.13
And the Shofar Blew,4.11
درخت زیبای من,4.36
Bad Feminist,3.91
"Excalibur (The Warlord Chronicles, #3)",4.38
Light in August,3.93
Why Evolution Is True,4.15
"Big Nate Strikes Again (Big Nate Novels, #2)",4.23
Last Words,4.04
"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",4.17
The Sun Is Also a Star,4.14
"Betrayed (House of Night, #2)",3.93
"Singularity Sky (Eschaton, #1)",3.81
These Things Hidden,3.85
"Out of the Dark (The Grey Wolves, #4)",4.5
"The Big Over Easy (Nursery Crime, #1)",3.92
Equus,3.94
The Given Day (Coughlin #1),4.03
The Story of My Experiments With Truth,4.07
Pandora Hearts 1巻,4.2
"The Secret of Ella and Micha (The Secret, #1)",4.01
Egomaniac,4.34
Microserfs,3.88
The Hungry Tide,3.91
"Killing Sarai (In the Company of Killers, #1)",4.17
"Fearless Fourteen (Stephanie Plum, #14)",4.02
Scuffy the Tugboat (Big Little Golden Book),4.11
The Charm School,4.26
"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",4.0
Love Medicine,3.98
"Once Burned (Night Prince, #1)",4.24
The Very Busy Spider,4.19
Che Guevara: A Revolutionary Life,4.1
"Death at La Fenice (Commissario Brunetti, #1)",3.81
"The Many Lives & Secret Sorrows of Josephine B. (Josephine Bonaparte, #1)",4.09
Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,3.89
The Nature of the Beast (Chief Inspector Armand Gamache #11),4.21
A Lesson Before Dying,3.93
"An Ice Cold Grave (Harper Connelly, #3)",3.95
A Death in the Family,3.92
Veganomicon: The Ultimate Vegan Cookbook,3.98
The Wind-Up Bird Chronicle,4.17
"Takedown (Scot Harvath, #5)",4.26
The Stand: Captain Trips,4.43
"Beautiful Broken Rules (Broken, #1)",4.15
"Holes (Holes, #1)",3.93
"Skin Game (The Dresden Files, #15)",4.55
"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",4.26
"Life, the Universe and Everything (Hitchhiker's Guide, #3)",4.19
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,3.92
Jesus Land,3.97
The Scarlet Thread ,4.14
"Twenty Years After (The D'Artagnan Romances, #2)",4.01
"A Dance with Dragons: After the Feast (A Song of Ice and Fire #5, Part 2 of 2)",4.41
Ecstasy Unveiled (Demonica #4),4.36
Life Expectancy,3.98
All I Really Need to Know I Learned in Kindergarten,4.03
On the Jellicoe Road,4.15
"Servant of the Empire (The Empire Trilogy, #2)",4.27
The Curious Charms of Arthur Pepper,3.91
"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden from the Soviet Invasion to September 10, 2001",4.28
"The Thousand-Dollar Tan Line (Veronica Mars, #1)",3.99
Mortality,4.12
Island,3.87
The Pecan Man,4.07
"The Face Of Deception (Eve Duncan, #1)",4.07
"Cross Fire (Alex Cross, #17)",4.04
Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),4.43
قمر على سمرقند,3.9
Low Country,3.96
The Dark Tower: The Gunslinger Born,4.18
"D.Gray-man, Volume 01",4.21
"The Rithmatist (The Rithmatist, #1)",4.25
"Charlie Bone and the Hidden King (The Children of the Red King, #5)",3.98
Dead Wake: The Last Crossing of the Lusitania,4.07
"I Hunt Killers (Jasper Dent, #1)",4.02
"Mummies in the Morning (Magic Tree House, #3)",3.86
"Treasure (Dirk Pitt, #9)",3.92
A Woman After God's Own Heart,4.29
Private Berlin (Private #5),3.9
"Strangers in Death (In Death, #26)",4.29
Where's Spot?,4.05
"City of Ashes (The Mortal Instruments, #2)",4.21
What's Eating Gilbert Grape,4.1
"The 13½ Lives of Captain Bluebear (Zamonia, #1)",4.2
"Froi of the Exiles (Lumatere Chronicles, #2)",4.3
The Great Influenza: The Story of the Deadliest Pandemic in History,3.95
Follow the River,4.21
The Quickie,3.82
"Executive Orders (Jack Ryan Universe, #9)",4.04
"Changeless (Parasol Protectorate, #2)",4.0
"Backstage Pass (Sinners on Tour, #1)",4.05
The Christmas List,4.17
"10th Anniversary (Women's Murder Club, #10)",4.05
Rules of Civility,3.99
The Polar Express,4.29
"Memories, Dreams, Reflections",4.19
The Abolition of Man,4.07
The Ultimate Hitchhiker's Guide to the Galaxy,4.37
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,4.26
"Chosen Prey (Lucas Davenport, #12)",4.23
The Seat of the Soul,3.97
Under the Dome,3.89
Fantastic Beasts and Where to Find Them: The Original Screenplay,4.41
Getting to Yes: Negotiating an Agreement Without Giving In,3.88
Dewey: The Small-Town Library Cat Who Touched the World,3.85
Maniac Magee,3.86
"The Killing Hour (Quincy & Rainie, #4)",4.16
"Mortal Prey (Lucas Davenport, #13)",4.2
Smoke Screen,3.98
"The Space Between (Outlander, #7.5)",4.22
"Savor the Moment (Bride Quartet, #3)",4.13
"Batman: No Man's Land, Vol. 1",4.11
Othello,3.88
"The Walking Dead, Vol. 12: Life Among Them",4.34
The Library at Mount Char,4.07
"First Term at Malory Towers (Malory Towers, #1)",4.07
The Complete Stories,4.44
The Complete Stories,4.34
"Simply Irresistible (Chinooks Hockey Team, #1)",3.86
A Fish Out of Water,4.21
The Pale King,3.95
The Third Policeman,4.02
Presumed Innocent,4.1
Tender Is the Night,3.83
"1Q84 BOOK 1 (1Q84, #1)",3.96
The Joy Luck Club,3.9
"A Torch Against the Night (An Ember in the Ashes, #2)",4.34
Ice Hunt,4.04
Invasion of the Body Snatchers,3.88
The Bhagavad Gita,4.1
Breakfast of Champions,4.08
"Bones Are Forever (Temperance Brennan, #15)",3.86
Sleepwalk With Me and Other Painfully True Stories,3.85
Saving CeeCee Honeycutt,3.92
"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",4.18
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,3.94
High Heat (Jack Reacher #17.5),3.93
"Cage (Corps Security, #2)",4.29
The Freedom Writers Diary,4.09
Independence Day,3.86
Just One Look,4.0
Tender at the Bone: Growing Up at the Table,4.05
The Husband's Secret,3.92
Blue Highways,4.0
"Find You in the Dark (Find You in the Dark, #1)",3.98
Metamorphoses,4.03
"Monument 14 (Monument 14, #1)",3.89
"Now, Discover Your Strengths",3.95
"A Kiss for Little Bear (An I Can Read Book) by Minarik, Else Holmelund [1984]",4.31
The Time Traveler's Wife,3.95
Washington's Crossing,4.11
The Law of Attraction: The Basics of the Teachings of Abraham,4.15
"Out from Boneville (Bone, #1)",4.16
Beautiful Boy: A Father's Journey Through His Son's Addiction,4.03
"Reunion (The Mediator, #3)",4.09
East,4.14
The Discoverers: A History of Man's Search to Know His World and Himself,4.12
Let's Pretend This Never Happened (Dear Dumb Diary #1),3.98
"The Job (Fox and O'Hare, #3)",3.95
"Rilla of Ingleside (Anne of Green Gables, #8)",4.16
The Fill-In Boyfriend,3.92
Shoe Dog: A Memoir by the Creator of NIKE,4.46
"The Mating  (Law of the Lycans, #2)",4.02
"Rise of the Evening Star (Fablehaven, #2)",4.16
The Constitution of the United States of America,4.54
"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",4.31
One Silent Night (Dark-Hunter #15),4.13
Unlimited Power : The New Science Of Personal Achievement,4.21
Black and Blue,3.86
And Ladies of the Club,4.12
"The Iron King (The Iron Fey, #1)",3.92
"Dawn (Xenogenesis, #1)",4.1
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",4.48
"Miss Nelson Is Missing! (Miss Nelson, #1)",4.26
Rump: The True Story of Rumpelstiltskin,4.04
"F is for Fugitive (Kinsey Millhone, #6)",3.9
The Lions of Al-Rassan,4.27
"The Traitor (Divergent, #0.4)",4.19
"S is for Silence (Kinsey Millhone, #19)",3.9
Angels in America,4.29
"Shadow Kiss (Vampire Academy, #3)",4.37
Lock and Key,4.01
"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",4.22
"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",4.37
"Touch of Frost (Mythos Academy, #1)",3.96
"Hand, Hand, Fingers, Thumb",4.22
"Queen of Sorcery (The Belgariad, #2)",4.13
"Legend (Legend, #1)",4.19
Crown Duel (Crown & Court #1-2),4.19
"Vision in Silver (The Others, #3)",4.27
I Am Not Myself These Days,3.96
Tweak: Growing Up On Methamphetamines,3.93
"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",4.05
Cover Her Face (Adam Dalgliesh #1),3.94
"And the Band Played On: Politics, People, and the AIDS Epidemic",4.37
"Last to Die (Rizzoli & Isles, #10)",4.1
Born Standing Up: A Comic's Life,3.87
"Being a Green Mother (Incarnations of Immortality, #5)",3.95
The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books),3.99
Redeeming Love,4.48
"Strong Poison (Lord Peter Wimsey, #6)",4.14
"The Dragon Reborn (Wheel of Time, #3)",4.23
The Visitation,3.91
"Rising Storm (Warriors, #4)",4.38
"The Red Pyramid (Kane Chronicles, #1)",4.06
"Sentinel (Covenant, #5)",4.49
Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,3.99
Amadeus,4.2
The Green Mile,4.42
"Assassin's Quest (Farseer Trilogy, #3)",4.18
for colored girls who have considered suicide/when the rainbow is enuf,4.27
Reamde,3.96
Lucky You,3.84
"Practical Demonkeeping (Pine Cove, #1)",3.81
Misery,4.11
"Bad Rep (Bad Rep, #1)",3.91
Native Son,3.96
Methuselah's Children,3.98
"NYPD Red 3 (NYPD Red, #3)",4.03
Glory over Everything: Beyond The Kitchen House,4.24
Andy Goldsworthy: A Collaboration with Nature,3.95
Adam,3.93
Rubicon: The Last Years of the Roman Republic,4.17
"Wonder Woman, Volume 1: Blood",3.87
"Dark Days (Skulduggery Pleasant, #4)",4.45
"Magic Strikes (Kate Daniels, #3)",4.44
"Mrs. Mike (Mrs. Mike, #1)",4.13
"L.A. Confidential (L.A. Quartet, #3)",4.2
Coming Home,4.27
The DUFF: Designated Ugly Fat Friend,3.86
"Fallen Crest Family (Fallen Crest High, #2)",4.28
Pet Sematary,3.91
"Break No Bones (Temperance Brennan, #9)",3.95
